dataset,variant,patch_id,baseline_dice,dice,boundary_dice,aji,pq,confounder_fpr
consep,full,train_6_y256_x512,0.8021585411246663,0.8351742017976518,0.7334016465858684,0.5094349737321754,0.45226495472281825,0.48046875
consep,full,train_6_y256_x640,0.8743524453430999,0.9100449775119936,0.8255304225861342,0.5622641509433962,0.4752898993633228,0.603515625
consep,full,train_6_y384_x0,0.78004271015408,0.8408219922150916,0.7489324012281374,0.3926290132795428,0.4480414377033847,0.61845703125
consep,full,train_6_y384_x128,0.8103395008760073,0.840218392317326,0.7534141884042086,0.383698175032995,0.43156067455603386,0.5986134105960265
consep,full,train_6_y384_x256,0.8252056993790541,0.83604284814218,0.7788042901147988,0.45143588805560636,0.4402922880664889,0.5019675925925926
consep,full,train_6_y384_x384,0.7977335817781582,0.8334968923787537,0.753048051638424,0.5512516914749662,0.5114630503595934,0.43244760479041916
consep,full,train_6_y384_x512,0.8259212954699473,0.8674553494519398,0.78269678302592,0.5568867629308418,0.5147713681215302,0.4528601694915254
consep,full,train_6_y384_x640,0.8453692370468047,0.8890709204574733,0.8130171865061545,0.568289384719405,0.48007455827926404,0.5684375
consep,full,train_6_y512_x0,0.7532841188727871,0.8429045387699049,0.7213470939717492,0.38354154836267274,0.414410856657119,0.5076069078947368
consep,full,train_6_y512_x128,0.7770792896672063,0.8379069830074654,0.7357717836471239,0.40431888661977156,0.4209627638909214,0.54296875
consep,full,train_6_y512_x256,0.7718969905683041,0.8208557076049858,0.7304219395128381,0.4021665209365588,0.40428520251213995,0.5273674242424242
consep,full,train_6_y512_x384,0.7693163641429539,0.8332036316477522,0.7331301094646906,0.5252225519287834,0.48369150941311,0.516317246835443
consep,full,train_6_y512_x512,0.783434597388842,0.854770433084159,0.7718798468022288,0.6164859458890409,0.49593081532326394,0.5695172155688623
consep,full,train_6_y512_x640,0.7811215696686921,0.8435736871483441,0.7759608812252171,0.5583574879227053,0.46416696597508944,0.5176841085271318
consep,full,train_6_y640_x0,0.7300715424008067,0.8764375422810188,0.7737169768724438,0.45531204520160945,0.4518951498190477,0.5851325757575757
consep,full,train_6_y640_x128,0.7474841306711644,0.8640973630835419,0.760670508733111,0.49065981858095514,0.4391564480604746,0.5915570175438597
consep,full,train_6_y640_x256,0.7608650447090827,0.8357832435849426,0.7241975179361984,0.4288784139747678,0.3585237171727406,0.5980643656716418
consep,full,train_6_y640_x384,0.7615717130518161,0.8558495209639806,0.6873541469587678,0.3712185127154393,0.2750400389672443,0.6389735772357723
consep,full,train_6_y640_x512,0.7688574744179454,0.8514471918731984,0.7459535538362212,0.46448956676335734,0.39782597210970483,0.5797348484848485
consep,full,train_6_y640_x640,0.7880309688230381,0.8276297880622806,0.7591861524456242,0.48996885637719995,0.4082352827220997,0.5244140625
consep,drop_P,train_12_y0_x0,0.4552332913332135,0.2202283850554463,0.15494267123783878,0.12373968835930339,0.03251231527093596,0.011160714285714286
consep,drop_P,train_12_y0_x128,0.2087542088074913,1.1534025373525488e-10,3.5752592061646316e-11,0.0,0.0,0.0
consep,drop_P,train_12_y0_x256,0.06088560894272272,0.13559322050177153,0.07700650764224476,0.07272727272727272,0.05773857257417803,0.03515625
consep,drop_P,train_12_y0_x384,0.3276318959448897,0.4219301058216759,0.25683747250460803,0.2673709874034945,0.09630922570415254,0.3888888888888889
consep,drop_P,train_12_y0_x512,0.35371114086934835,0.46263937428086804,0.3133664661320658,0.30093093743234467,0.17002662286141526,0.22758152173913043
consep,drop_P,train_12_y0_x640,0.559550229330381,0.6485645594732207,0.5005891594707326,0.4241691842900302,0.28398525528371127,0.21549479166666666
consep,drop_P,train_12_y128_x0,0.4026924202691633,0.28758645798006605,0.18675776803014874,0.16744581385465362,0.0374544628089402,0.14112903225806453
consep,drop_P,train_12_y128_x128,0.07467057103282894,4.574565416076186e-11,1.6758840287971193e-11,0.0,0.0,0.0
consep,drop_P,train_12_y128_x256,0.04293236129925208,0.09053497946129486,0.05653504299786486,0.04741379310344827,0.03941904179052282,0.008680555555555556
consep,drop_P,train_12_y128_x384,0.38379254458048956,0.48213921209466953,0.30203559629860344,0.3032721468475658,0.12030852511214718,0.2748397435897436
consep,drop_P,train_12_y128_x512,0.6986167388612741,0.709539426782981,0.5458608628104754,0.4613461137737029,0.25114811724461006,0.3299050632911392
consep,drop_P,train_12_y128_x640,0.7706827901523273,0.7457976997973194,0.6153484545820266,0.44759871931696904,0.23169388008204764,0.30171130952380953
consep,drop_P,train_12_y256_x0,0.5093904448267088,0.5033692722539297,0.35351946521129535,0.33633498424133274,0.12543629482495075,0.18802083333333333
consep,drop_P,train_12_y256_x128,0.21145185504586206,0.31018518520514515,0.16312542838707164,0.18356164383561643,0.04847679613957147,0.28229166666666666
consep,drop_P,train_12_y256_x256,0.24407287248260454,0.33936348409816813,0.1503733876514734,0.17104746959591996,0.0483369362254526,0.3046875
consep,drop_P,train_12_y256_x384,0.46057222610662146,0.5378581719299206,0.35430784124536,0.29632703880473127,0.13560739020101345,0.2885841836734694
consep,drop_P,train_12_y256_x512,0.8505784061720666,0.8382400517658001,0.7546535366908291,0.5159391858754291,0.29022836838091526,0.2873946629213483
consep,drop_P,train_12_y256_x640,0.7966999138062222,0.8035012051274452,0.7438990182352135,0.48904420098224405,0.2540354409939062,0.3260416666666667
consep,drop_P,train_12_y384_x0,0.8262319377611622,0.8052036973705853,0.6653856711593361,0.5528973950026581,0.3547242781576921,0.20617378048780488
consep,drop_P,train_12_y384_x128,0.5824279641100041,0.5543246698007174,0.38351955308123575,0.3301218475488807,0.1606297119816915,0.2875
consep,drop_P,train_12_y384_x256,0.4102829537713892,0.4216129032351353,0.2584807899182864,0.23113582208101668,0.09818752281658277,0.24869791666666666
